breach_id,run_id,timestamp,agent_id,policy_breach_type,severity,breach_description,requires_review,environment
breach_000519,run_001483_6584fe3f,2026-04-12T02:07:11.771687+00:00,agent_powerbi_optimiser,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000520,run_001486_2585c6c2,2026-04-12T04:52:17.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,test
breach_000521,run_001487_1e7b5d26,2026-04-12T06:29:12.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000522,run_001490_bdea6c61,2026-04-12T08:36:21.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000523,run_001491_c49a641f,2026-04-12T08:40:57.771687+00:00,agent_powerbi_optimiser,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000524,run_001492_6c3adedf,2026-04-12T09:22:19.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000525,run_001493_511940d0,2026-04-12T09:23:01.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000526,run_001496_7a808328,2026-04-12T14:15:15.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000527,run_001497_bff535ba,2026-04-12T16:30:44.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000528,run_001498_76f6394e,2026-04-12T17:09:20.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,test
breach_000529,run_001500_5fc0cfa0,2026-04-12T20:49:17.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000530,run_001502_c8429bba,2026-04-12T22:45:30.771687+00:00,agent_powerbi_optimiser,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,test
breach_000531,run_001504_55813666,2026-04-12T23:18:41.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000532,run_001506_70f9d3aa,2026-04-13T00:44:56.771687+00:00,agent_powerbi_optimiser,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000533,run_001507_60ad21ec,2026-04-13T01:14:09.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,dev
breach_000534,run_001508_ef14ed9b,2026-04-13T01:25:28.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000535,run_001511_22d62cbc,2026-04-13T05:34:26.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000536,run_001513_e7f012da,2026-04-13T06:37:59.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000537,run_001514_8007e146,2026-04-13T09:45:49.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000538,run_001518_6b94859f,2026-04-13T11:24:00.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000539,run_001519_77d5c88f,2026-04-13T11:29:43.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,dev
breach_000540,run_001520_a7743339,2026-04-13T13:54:22.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000541,run_001521_9e63f118,2026-04-13T14:12:55.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,test
breach_000542,run_001525_1ee7569e,2026-04-13T19:26:08.771687+00:00,agent_powerbi_optimiser,Run Failure,medium,Run did not complete and requires operational review.,True,test
breach_000543,run_001527_a559a59a,2026-04-13T20:27:35.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000544,run_001531_2dd77cc5,2026-04-14T01:31:28.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000545,run_001532_b3888a53,2026-04-14T01:56:17.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,test
breach_000546,run_001540_e0f2f35d,2026-04-14T18:14:26.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000547,run_001544_6e982ec4,2026-04-15T00:17:35.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000548,run_001545_a8212f0c,2026-04-15T00:59:49.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000549,run_001547_5ea974fa,2026-04-15T02:01:45.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000550,run_001551_67b56f7b,2026-04-15T04:31:44.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000551,run_001552_5b74c71a,2026-04-15T05:06:47.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000552,run_001553_17a56cf7,2026-04-15T05:17:04.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,test
breach_000553,run_001554_63e95b22,2026-04-15T06:01:52.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,test
breach_000554,run_001557_42fecbce,2026-04-15T08:01:13.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,dev
breach_000555,run_001559_dc0d3ccc,2026-04-15T10:43:55.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,test
breach_000556,run_001563_d2e27c05,2026-04-15T15:40:58.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,test
breach_000557,run_001564_ef744eab,2026-04-15T16:32:27.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000558,run_001565_20c49c7a,2026-04-15T19:57:25.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000559,run_001566_94966128,2026-04-15T21:14:03.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000560,run_001567_67c47d0a,2026-04-15T22:44:04.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000561,run_001568_09c645e2,2026-04-16T00:59:46.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000562,run_001571_b71c4ad7,2026-04-16T03:07:26.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000563,run_001572_2232cb9a,2026-04-16T04:32:01.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000564,run_001573_504456a9,2026-04-16T04:59:53.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000565,run_001574_56cd7aff,2026-04-16T06:20:10.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000566,run_001579_d36590fb,2026-04-16T15:43:25.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000567,run_001586_1a32a0c1,2026-04-16T21:33:28.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000568,run_001588_ba887466,2026-04-17T04:40:07.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000569,run_001590_6b98757a,2026-04-17T07:19:43.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000570,run_001591_3dc00de0,2026-04-17T08:04:24.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000571,run_001596_44ebd043,2026-04-17T11:10:26.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000572,run_001597_0fff38bb,2026-04-17T11:46:39.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000573,run_001599_af9577ac,2026-04-17T15:20:22.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000574,run_001600_906766b9,2026-04-17T15:25:27.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000575,run_001603_dd987907,2026-04-17T17:39:41.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,test
breach_000576,run_001604_acc2889e,2026-04-17T18:17:27.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000577,run_001607_b44b0468,2026-04-17T20:13:38.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000578,run_001608_a5b42cf4,2026-04-17T20:48:14.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000579,run_001612_239ed91e,2026-04-17T23:02:41.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000580,run_001613_ec36d145,2026-04-17T23:24:55.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000581,run_001618_83d93166,2026-04-18T04:52:19.771687+00:00,agent_powerbi_optimiser,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000582,run_001620_6ef0ddff,2026-04-18T06:00:34.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000583,run_001621_ba27b542,2026-04-18T06:24:51.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000584,run_001622_79d241c5,2026-04-18T07:54:08.771687+00:00,agent_powerbi_optimiser,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000585,run_001625_2cffb5d8,2026-04-18T10:16:06.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000586,run_001626_d8018e45,2026-04-18T11:51:35.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000587,run_001627_a400deb1,2026-04-18T12:04:13.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000588,run_001628_f4fb33ca,2026-04-18T13:26:09.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000589,run_001630_78306bb6,2026-04-18T15:59:44.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000590,run_001632_d61bb1df,2026-04-18T16:45:29.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000591,run_001636_925074fa,2026-04-18T22:47:14.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000592,run_001639_ce387099,2026-04-19T03:02:30.771687+00:00,agent_powerbi_optimiser,Run Failure,high,Run did not complete and requires operational review.,True,dev
breach_000593,run_001641_afbb05f2,2026-04-19T03:55:31.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000594,run_001649_ff156ec1,2026-04-19T09:45:27.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000595,run_001650_11b9fbe7,2026-04-19T10:18:30.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000596,run_001657_3a54ae7d,2026-04-19T16:39:32.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000597,run_001658_8ad22337,2026-04-19T19:08:15.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000598,run_001659_db496631,2026-04-19T20:28:19.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000599,run_001661_9ab557db,2026-04-19T22:50:43.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,dev
breach_000600,run_001664_ab503958,2026-04-20T01:53:22.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000601,run_001665_027a340f,2026-04-20T02:28:23.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000602,run_001666_70f6491c,2026-04-20T04:58:24.771687+00:00,agent_powerbi_optimiser,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000603,run_001669_da2cdd83,2026-04-20T08:35:56.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000604,run_001676_773618e7,2026-04-20T15:44:34.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000605,run_001678_2319b892,2026-04-20T20:14:57.771687+00:00,agent_powerbi_optimiser,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000606,run_001679_4f1bcdb3,2026-04-20T20:31:19.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000607,run_001682_e3b9858e,2026-04-20T21:59:11.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,test
breach_000608,run_001685_271b0f25,2026-04-21T04:32:25.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000609,run_001687_874eda2e,2026-04-21T07:13:41.771687+00:00,agent_powerbi_optimiser,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000610,run_001688_7c6010f9,2026-04-21T07:48:29.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000611,run_001689_7d144f73,2026-04-21T09:11:12.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000612,run_001690_6e43cbd9,2026-04-21T09:30:00.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,dev
breach_000613,run_001693_544da96a,2026-04-21T13:37:10.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,test
breach_000614,run_001695_c118fd2b,2026-04-21T16:38:45.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000615,run_001699_2e349f79,2026-04-21T18:51:04.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000616,run_001700_7e3f63dd,2026-04-21T19:39:00.771687+00:00,agent_powerbi_optimiser,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000617,run_001704_7df7edea,2026-04-21T21:48:31.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,dev
breach_000618,run_001708_98a6c7c8,2026-04-22T02:41:42.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,dev
breach_000619,run_001710_4379cd7e,2026-04-22T05:48:51.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000620,run_001714_0016f47e,2026-04-22T07:48:11.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000621,run_001721_b83989ce,2026-04-22T15:28:45.771687+00:00,agent_powerbi_optimiser,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000622,run_001722_0f059ac1,2026-04-22T19:13:10.771687+00:00,agent_powerbi_optimiser,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000623,run_001724_0f89d473,2026-04-22T20:48:27.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000624,run_001730_94b9c6b0,2026-04-23T03:34:17.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000625,run_001734_d8f4b002,2026-04-23T09:50:50.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000626,run_001735_2df35b5e,2026-04-23T10:07:59.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,test
breach_000627,run_001741_45ed2318,2026-04-23T15:23:23.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000628,run_001744_558d02fd,2026-04-23T16:03:25.771687+00:00,agent_powerbi_optimiser,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000629,run_001745_26570dfb,2026-04-23T16:48:53.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000630,run_001747_332826f0,2026-04-23T17:44:23.771687+00:00,agent_powerbi_optimiser,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000631,run_001748_2d4f1251,2026-04-23T18:57:49.771687+00:00,agent_powerbi_optimiser,Run Failure,medium,Run did not complete and requires operational review.,True,test
breach_000632,run_001754_87c1aecd,2026-04-24T02:51:19.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,dev
breach_000633,run_001755_f450ec82,2026-04-24T06:41:10.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000634,run_001758_8ab842a4,2026-04-24T11:14:18.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000635,run_001762_e5cfdb34,2026-04-24T19:12:01.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000636,run_001763_174ce359,2026-04-24T21:14:44.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000637,run_001767_0f03aceb,2026-04-25T02:11:08.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000638,run_001768_f6c6ffa3,2026-04-25T03:04:27.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,test
breach_000639,run_001769_efbaf698,2026-04-25T03:48:13.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,dev
breach_000640,run_001770_6ed95ea8,2026-04-25T04:18:19.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000641,run_001772_f152ed30,2026-04-25T07:51:27.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,dev
breach_000642,run_001773_8a3a8c5b,2026-04-25T08:38:23.771687+00:00,agent_hr_policy,Run Failure,high,Run did not complete and requires operational review.,True,dev
breach_000643,run_001774_50bb6c1e,2026-04-25T08:45:16.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000644,run_001775_1fc26a14,2026-04-25T09:48:07.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000645,run_001776_94307c7f,2026-04-25T10:21:18.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000646,run_001777_36025c92,2026-04-25T12:14:11.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000647,run_001780_6727f9f9,2026-04-25T20:39:24.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000648,run_001781_de6e66f2,2026-04-25T20:47:18.771687+00:00,agent_powerbi_optimiser,Run Failure,medium,Run did not complete and requires operational review.,True,dev
breach_000649,run_001783_7aedb04d,2026-04-25T22:15:47.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000650,run_001785_ea4c88c2,2026-04-25T23:30:07.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000651,run_001787_3e56ab9e,2026-04-25T23:52:44.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000652,run_001789_71a1a495,2026-04-26T02:39:34.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000653,run_001791_57a4ac8e,2026-04-26T04:18:00.771687+00:00,agent_invoice_dispute,High Cost,medium,Run exceeded the expected cost band for this agent workflow.,True,prod
breach_000654,run_001792_1dfdaf19,2026-04-26T04:47:27.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,dev
breach_000655,run_001794_9b50080a,2026-04-26T06:46:52.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000656,run_001797_498a2619,2026-04-26T07:45:13.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000657,run_001798_ce13ee0e,2026-04-26T08:52:58.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000658,run_001799_eff9e0fd,2026-04-26T09:10:59.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000659,run_001801_0bfe6f83,2026-04-26T11:31:28.771687+00:00,agent_hr_policy,High Cost,medium,Run exceeded the expected cost band for this agent workflow.,True,dev
breach_000660,run_001802_26a0cbef,2026-04-26T12:03:37.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000661,run_001803_b7c68c73,2026-04-26T12:13:15.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000662,run_001804_47724a58,2026-04-26T15:35:45.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,test
breach_000663,run_001807_3c3aa434,2026-04-26T21:09:28.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000664,run_001808_e7da4dc5,2026-04-26T22:39:20.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,test
breach_000665,run_001818_855d5a1c,2026-04-27T14:56:26.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000666,run_001819_1a968fe5,2026-04-27T16:09:15.771687+00:00,agent_powerbi_optimiser,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000667,run_001823_8500f9f9,2026-04-27T19:47:24.771687+00:00,agent_powerbi_optimiser,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,dev
breach_000668,run_001824_5d8dc3cf,2026-04-27T20:10:04.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000669,run_001826_3cde509b,2026-04-27T22:59:57.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000670,run_001829_68a14e8c,2026-04-28T00:53:33.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,test
breach_000671,run_001832_dd8c54a6,2026-04-28T03:17:11.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000672,run_001836_3594f22e,2026-04-28T07:03:38.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000673,run_001839_7fd7cd2f,2026-04-28T10:40:58.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000674,run_001841_f3db2b55,2026-04-28T12:27:57.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000675,run_001842_5e61139f,2026-04-28T14:47:54.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000676,run_001844_44f46bee,2026-04-28T16:48:10.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,dev
breach_000677,run_001845_0799d56d,2026-04-28T18:32:52.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000678,run_001846_6b27d61c,2026-04-28T19:09:51.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000679,run_001850_b257cec3,2026-04-28T21:06:26.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000680,run_001856_aaebb659,2026-04-28T23:33:51.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000681,run_001860_c3dedeae,2026-04-29T00:19:11.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000682,run_001861_e42124ad,2026-04-29T05:01:15.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,dev
breach_000683,run_001864_8045a143,2026-04-29T06:13:26.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000684,run_001866_31c4416e,2026-04-29T06:55:01.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000685,run_001867_ece6f0f9,2026-04-29T07:31:23.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000686,run_001876_a878ff80,2026-04-29T17:45:07.771687+00:00,agent_hr_policy,High Cost,medium,Run exceeded the expected cost band for this agent workflow.,True,test
breach_000687,run_001883_06505fee,2026-04-29T21:20:20.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000688,run_001890_84cbd449,2026-04-30T01:43:11.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000689,run_001891_8794d1ff,2026-04-30T05:08:48.771687+00:00,agent_powerbi_optimiser,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,dev
breach_000690,run_001893_e7f0000a,2026-04-30T06:21:50.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,prod
