run_id,timestamp,agent_id,agent_name,business_domain,model_used,input_tokens,output_tokens,estimated_cost_aud,latency_ms,status,risk_level,groundedness_score,user_feedback,policy_breach_type,tool_calls_count,data_source_used,environment
run_001623_8b0f696e,2026-04-18T08:06:24.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,678,567,0.0007,734,success,low,0.899,neutral,,1,semantic model metadata,test
run_001624_707fd247,2026-04-18T08:26:43.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,2073,1834,0.0282,2327,success,low,0.744,neutral,,0,payment dispute queue,prod
run_001625_2cffb5d8,2026-04-18T10:16:06.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,823,371,0.0006,1753,failed,medium,0.824,negative,Run Failure,0,vendor contract summary,prod
run_001626_d8018e45,2026-04-18T11:51:35.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,1822,371,0.0008,1008,success,high,0.537,positive,Low Groundedness,1,synthetic customer account notes,prod
run_001627_a400deb1,2026-04-18T12:04:13.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,2316,1014,0.0016,776,cancelled,medium,0.942,neutral,Run Failure,0,leave policy index,prod
run_001628_f4fb33ca,2026-04-18T13:26:09.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,948,653,0.0009,4013,failed,medium,0.99,not_provided,Run Failure,0,HR policy knowledge base,prod
run_001629_959705d4,2026-04-18T13:37:34.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,local-gemma,4387,1013,0.0003,567,success,low,0.795,positive,,2,capacity utilisation extract,prod
run_001630_78306bb6,2026-04-18T15:59:44.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,1426,528,0.0106,812,cancelled,medium,0.604,not_provided,Run Failure,1,vendor contract summary,prod
run_001631_1a0a40fb,2026-04-18T16:01:51.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,claude-sonnet,887,1089,0.0285,3025,success,low,0.99,not_provided,,3,capacity utilisation extract,prod
run_001632_d61bb1df,2026-04-18T16:45:29.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,1483,1385,0.0018,1316,success,high,0.7,neutral,Data Risk,3,synthetic customer account notes,prod
run_001633_ebaceb4c,2026-04-18T17:14:08.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1832,272,0.0007,743,success,low,0.902,positive,,0,employee handbook,test
run_001634_26a60021,2026-04-18T18:22:10.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,885,435,0.0007,993,success,low,0.821,positive,,0,synthetic employee case notes,test
run_001635_153986a0,2026-04-18T18:46:33.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,local-gemma,4752,765,0.0003,901,success,low,0.896,negative,,0,Power BI usage metrics,prod
run_001636_925074fa,2026-04-18T22:47:14.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,1513,396,0.0093,2245,success,high,0.802,positive,Data Risk,0,employee handbook,prod
run_001637_fc4f1fba,2026-04-19T00:17:05.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,2349,1231,0.0018,994,success,low,0.943,neutral,,6,employee handbook,test
run_001638_dc82e608,2026-04-19T01:40:12.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,666,775,0.0009,618,success,low,0.878,positive,,3,Power BI usage metrics,test
run_001639_ce387099,2026-04-19T03:02:30.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4.1,1285,846,0.014,9355,timeout,high,0.463,negative,Run Failure,0,semantic model metadata,dev
run_001640_046e5d13,2026-04-19T03:32:54.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1056,1135,0.0014,893,success,low,0.913,neutral,,1,synthetic employee case notes,dev
run_001641_afbb05f2,2026-04-19T03:55:31.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,3003,828,0.0016,1168,success,high,0.949,positive,Data Risk,2,synthetic employee case notes,prod
run_001642_d6db8c60,2026-04-19T04:13:42.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,4804,363,0.0016,207,success,low,0.967,not_provided,,1,DAX performance logs,dev
run_001643_a4824ed4,2026-04-19T04:28:01.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,1111,575,0.0009,1060,success,low,0.923,neutral,,4,synthetic customer account notes,dev
run_001644_b702ffc7,2026-04-19T05:55:45.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1246,1173,0.0015,1367,success,low,0.952,positive,,0,synthetic employee case notes,test
run_001645_2d3cdf5e,2026-04-19T07:38:10.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,2210,510,0.0011,1249,success,low,0.69,neutral,,0,Power BI usage metrics,prod
run_001646_ab0e2c0e,2026-04-19T08:09:57.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,997,601,0.0009,608,success,low,0.851,positive,,0,capacity utilisation extract,prod
run_001647_4128d7aa,2026-04-19T08:54:52.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,claude-sonnet,2351,900,0.0308,2309,success,low,0.899,positive,,2,HR policy knowledge base,dev
run_001648_7cdba305,2026-04-19T09:26:30.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4.1,6872,2004,0.0447,2402,success,low,0.99,positive,,2,capacity utilisation extract,dev
run_001649_ff156ec1,2026-04-19T09:45:27.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1030,515,0.0008,1821,success,high,0.849,positive,Data Risk,4,synthetic employee case notes,prod
run_001650_11b9fbe7,2026-04-19T10:18:30.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,2148,484,0.001,1084,success,high,0.779,positive,Data Risk,1,synthetic employee case notes,prod
run_001651_22797a00,2026-04-19T11:12:20.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,claude-sonnet,1196,1448,0.038,2136,success,low,0.99,positive,,0,Power BI usage metrics,prod
run_001652_03623a41,2026-04-19T13:25:04.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1031,658,0.0009,200,success,low,0.896,positive,,1,leave policy index,test
run_001653_87f09388,2026-04-19T14:09:23.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4.1,1844,913,0.0165,2645,success,low,0.881,neutral,,4,semantic model metadata,prod
run_001654_50234488,2026-04-19T15:04:53.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,3395,523,0.0014,962,success,low,0.99,positive,,0,semantic model metadata,test
run_001655_9707d803,2026-04-19T16:06:00.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,1752,156,0.0006,620,success,low,0.713,positive,,1,Power BI usage metrics,dev
run_001656_d5fb748f,2026-04-19T16:36:38.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,2287,546,0.0134,1880,success,low,0.99,neutral,,4,synthetic employee case notes,test
run_001657_3a54ae7d,2026-04-19T16:39:32.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,3079,206,0.0117,2317,success,high,0.731,positive,Data Risk,0,synthetic employee case notes,prod
run_001658_8ad22337,2026-04-19T19:08:15.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,2451,259,0.0009,741,success,high,0.519,positive,Low Groundedness,0,invoice ledger extract,prod
run_001659_db496631,2026-04-19T20:28:19.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1078,375,0.0006,1052,success,high,0.765,positive,Data Risk,0,employee handbook,prod
run_001660_1a235b91,2026-04-19T22:26:09.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,2080,629,0.0011,441,success,low,0.84,positive,,9,synthetic employee case notes,test
run_001661_9ab557db,2026-04-19T22:50:43.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,956,479,0.0086,1579,success,high,0.46,neutral,Low Groundedness,2,HR policy knowledge base,dev
run_001662_8439cae8,2026-04-19T23:06:01.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,1793,327,0.0093,1097,success,low,0.818,positive,,1,synthetic employee case notes,test
run_001663_90e258a8,2026-04-19T23:56:54.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,1457,516,0.0009,1171,success,low,0.808,not_provided,,1,invoice ledger extract,dev
run_001664_ab503958,2026-04-20T01:53:22.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,642,702,0.0009,5271,timeout,medium,0.953,negative,Run Failure,3,employee handbook,prod
run_001665_027a340f,2026-04-20T02:28:23.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,823,572,0.0008,733,success,high,0.701,negative,Data Risk,2,synthetic customer account notes,prod
run_001666_70f6491c,2026-04-20T04:58:24.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,claude-sonnet,4706,724,0.0375,4404,failed,medium,0.758,negative,Run Failure,5,DAX performance logs,prod
run_001667_1c507bd8,2026-04-20T08:08:47.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,2454,411,0.001,658,success,low,0.908,neutral,,0,DAX performance logs,prod
run_001668_ac2af4fb,2026-04-20T08:18:09.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,claude-sonnet,6374,1315,0.0583,1950,success,low,0.742,positive,,1,payment dispute queue,test
run_001669_da2cdd83,2026-04-20T08:35:56.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,claude-sonnet,1033,709,0.0206,1923,success,high,0.715,not_provided,Data Risk,2,employee handbook,prod
run_001670_5fd7f01a,2026-04-20T09:30:55.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,2004,1652,0.0022,650,success,low,0.789,neutral,,3,leave policy index,prod
run_001671_0f1f497d,2026-04-20T10:07:02.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,2386,1042,0.0197,949,success,low,0.787,negative,,1,employee handbook,test
run_001672_12b5385b,2026-04-20T12:32:42.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,claude-sonnet,1415,852,0.0255,2638,success,low,0.919,positive,,0,DAX performance logs,prod
run_001673_018f55a5,2026-04-20T13:10:51.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,845,333,0.0005,1487,success,low,0.99,positive,,4,vendor contract summary,test
run_001674_7c98440b,2026-04-20T15:17:06.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,1511,830,0.0145,1770,success,low,0.772,positive,,1,employee handbook,test
run_001675_2dea3ebd,2026-04-20T15:37:57.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,1031,555,0.0008,627,success,low,0.766,positive,,0,semantic model metadata,prod
run_001676_773618e7,2026-04-20T15:44:34.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,1277,270,0.0071,1016,success,high,0.858,not_provided,Data Risk,6,invoice ledger extract,prod
run_001677_4102bb4e,2026-04-20T16:20:47.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4.1,1561,556,0.0114,1813,success,low,0.704,not_provided,,0,semantic model metadata,test
run_001678_2319b892,2026-04-20T20:14:57.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,local-gemma,1765,472,0.0001,1074,failed,medium,0.953,negative,Run Failure,1,capacity utilisation extract,prod
run_001679_4f1bcdb3,2026-04-20T20:31:19.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,1421,824,0.0012,933,success,high,0.843,positive,Data Risk,1,synthetic customer account notes,prod
run_001680_0c70c547,2026-04-20T21:02:47.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4.1,2462,299,0.011,1961,success,low,0.863,positive,,2,capacity utilisation extract,dev
run_001681_936c2b8b,2026-04-20T21:43:59.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,local-gemma,1168,547,0.0001,885,success,low,0.99,positive,,1,leave policy index,prod
run_001682_e3b9858e,2026-04-20T21:59:11.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,claude-sonnet,2561,211,0.0163,7197,timeout,high,0.475,not_provided,Low Groundedness,1,payment dispute queue,test
run_001683_1ce6aeb2,2026-04-20T22:28:00.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1914,1008,0.0015,1298,success,low,0.763,positive,,7,HR policy knowledge base,prod
run_001684_138d2af0,2026-04-21T01:56:17.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,3333,427,0.0151,2867,success,low,0.858,negative,,0,payment dispute queue,prod
run_001685_271b0f25,2026-04-21T04:32:25.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1903,390,0.0009,2938,failed,medium,0.935,negative,Run Failure,0,leave policy index,prod
run_001686_1556d03c,2026-04-21T05:13:17.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,local-gemma,2232,828,0.0002,784,success,low,0.858,not_provided,,1,DAX performance logs,test
run_001687_874eda2e,2026-04-21T07:13:41.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4.1,1282,2446,0.0332,1140,success,high,0.334,neutral,Low Groundedness,4,DAX performance logs,prod
run_001688_7c6010f9,2026-04-21T07:48:29.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,1281,990,0.0157,2960,cancelled,medium,0.648,negative,Run Failure,0,payment dispute queue,prod
run_001689_7d144f73,2026-04-21T09:11:12.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,1142,606,0.0107,1613,success,high,0.829,neutral,Data Risk,2,synthetic customer account notes,prod
run_001690_6e43cbd9,2026-04-21T09:30:00.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1575,556,0.0009,921,success,high,0.421,positive,Low Groundedness,2,employee handbook,dev
run_001691_11269557,2026-04-21T11:09:08.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,2258,637,0.0144,1389,success,low,0.748,negative,,0,synthetic customer account notes,dev
run_001692_520ff66a,2026-04-21T12:25:52.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1164,905,0.0012,898,success,low,0.99,negative,,3,leave policy index,prod
run_001693_544da96a,2026-04-21T13:37:10.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,898,996,0.0012,1952,timeout,medium,0.836,neutral,Run Failure,0,vendor contract summary,test
run_001694_fdd3e036,2026-04-21T15:05:10.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,655,1226,0.0014,789,success,low,0.786,positive,,0,HR policy knowledge base,prod
run_001695_c118fd2b,2026-04-21T16:38:45.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,552,616,0.0008,711,success,high,0.99,positive,Data Risk,2,employee handbook,prod
run_001696_c7bc09d5,2026-04-21T16:50:35.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1138,434,0.0007,653,success,low,0.918,not_provided,,1,employee handbook,test
run_001697_ad120384,2026-04-21T17:29:59.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,1761,703,0.0011,1000,success,low,0.741,not_provided,,6,DAX performance logs,prod
run_001698_8eb9c774,2026-04-21T17:55:38.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,2487,242,0.0104,787,success,low,0.815,positive,,3,payment dispute queue,prod
run_001699_2e349f79,2026-04-21T18:51:04.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1634,533,0.0009,1219,success,high,0.99,positive,Data Risk,3,synthetic employee case notes,prod
run_001700_7e3f63dd,2026-04-21T19:39:00.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4.1,1584,832,0.0147,1126,success,high,0.438,positive,Low Groundedness,0,Power BI usage metrics,prod
run_001701_e250b470,2026-04-21T19:54:28.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,1710,766,0.0012,1181,success,low,0.773,positive,,0,vendor contract summary,test
run_001702_23af27dd,2026-04-21T21:18:51.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4.1,8938,696,0.0352,2077,success,low,0.823,positive,,0,DAX performance logs,prod
run_001703_04e5091d,2026-04-21T21:43:52.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,1120,772,0.0126,1461,success,low,0.99,not_provided,,0,payment dispute queue,test
run_001704_7df7edea,2026-04-21T21:48:31.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,local-gemma,1365,365,0.0001,429,success,high,0.616,not_provided,Low Groundedness,1,synthetic employee case notes,dev
run_001705_13541f37,2026-04-22T00:55:59.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,claude-sonnet,1646,1449,0.04,3085,success,low,0.837,positive,,0,DAX performance logs,prod
run_001706_5964ad59,2026-04-22T00:59:00.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,local-gemma,1660,465,0.0001,596,success,low,0.895,neutral,,0,Power BI usage metrics,dev
run_001707_009a0183,2026-04-22T02:33:29.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,1666,414,0.0008,885,success,low,0.785,positive,,1,vendor contract summary,test
run_001708_98a6c7c8,2026-04-22T02:41:42.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,1283,1900,0.0266,2027,success,high,0.408,neutral,Low Groundedness,2,vendor contract summary,dev
run_001709_4a22daf9,2026-04-22T03:52:35.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,1850,1257,0.0017,813,success,low,0.733,neutral,,1,DAX performance logs,prod
run_001710_4379cd7e,2026-04-22T05:48:51.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,claude-sonnet,4985,3265,0.0959,2338,success,high,0.77,positive,Data Risk,2,employee handbook,prod
run_001711_f3f36dac,2026-04-22T06:32:47.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,1590,627,0.001,1178,success,low,0.984,not_provided,,1,payment dispute queue,prod
run_001712_4f5a5592,2026-04-22T06:50:23.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,1861,442,0.0109,912,success,low,0.894,negative,,0,leave policy index,dev
run_001713_eff1f231,2026-04-22T07:05:38.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,1389,1514,0.0019,1077,success,low,0.696,positive,,1,payment dispute queue,dev
run_001714_0016f47e,2026-04-22T07:48:11.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1224,570,0.0009,1173,success,high,0.747,positive,Data Risk,2,employee handbook,prod
run_001715_1749d680,2026-04-22T08:11:00.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,943,1408,0.0016,807,success,low,0.99,positive,,1,leave policy index,prod
run_001716_43874e58,2026-04-22T09:40:23.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,1243,689,0.001,743,success,low,0.915,positive,,0,semantic model metadata,prod
run_001717_4a414f34,2026-04-22T13:25:29.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4.1,2078,723,0.0149,1316,success,low,0.803,positive,,1,capacity utilisation extract,prod
run_001718_3b49ce78,2026-04-22T15:00:27.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,claude-sonnet,1870,227,0.0135,2621,success,low,0.815,positive,,1,leave policy index,test
run_001719_e32ccb52,2026-04-22T15:14:05.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,834,624,0.0008,1091,success,low,0.785,positive,,0,vendor contract summary,prod
run_001720_4936c6f4,2026-04-22T15:17:03.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,4557,551,0.0203,2425,success,low,0.872,positive,,0,HR policy knowledge base,prod
run_001721_b83989ce,2026-04-22T15:28:45.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,1016,637,0.0009,1240,success,high,0.563,positive,Low Groundedness,1,Power BI usage metrics,prod
run_001722_0f059ac1,2026-04-22T19:13:10.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4.1,1412,1104,0.0175,6787,failed,medium,0.851,negative,Run Failure,1,semantic model metadata,prod
run_001723_75733a9d,2026-04-22T19:56:31.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,1323,960,0.0013,1234,success,low,0.743,positive,,7,Power BI usage metrics,dev
run_001724_0f89d473,2026-04-22T20:48:27.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,1682,317,0.0089,1008,success,high,0.829,positive,Data Risk,1,employee handbook,prod
run_001725_ea58059c,2026-04-22T21:36:52.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,3060,700,0.0015,507,success,low,0.803,positive,,1,Power BI usage metrics,prod
run_001726_be63e9c0,2026-04-22T22:40:17.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,732,504,0.0082,2787,success,low,0.74,positive,,0,leave policy index,prod
run_001727_520f4aea,2026-04-22T23:57:48.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,2943,2624,0.0034,1003,success,low,0.7,not_provided,,5,invoice ledger extract,test
run_001728_aad2e0f5,2026-04-23T00:00:26.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,local-gemma,1109,2267,0.0002,579,success,low,0.855,positive,,1,synthetic customer account notes,test
run_001729_14918db9,2026-04-23T01:39:04.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,445,172,0.0003,1580,success,low,0.756,neutral,,0,DAX performance logs,prod
run_001730_94b9c6b0,2026-04-23T03:34:17.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,claude-sonnet,1587,934,0.0282,8548,failed,medium,0.611,negative,Run Failure,3,HR policy knowledge base,prod
run_001731_ef91068f,2026-04-23T04:46:20.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,2417,316,0.0009,423,success,low,0.743,positive,,1,payment dispute queue,test
run_001732_1e5dc55b,2026-04-23T05:28:44.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,1579,335,0.0088,934,success,low,0.927,negative,,0,payment dispute queue,dev
run_001733_d12b49be,2026-04-23T09:22:17.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,1164,1161,0.0015,759,success,low,0.888,negative,,3,payment dispute queue,test
run_001734_d8f4b002,2026-04-23T09:50:50.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,1374,1450,0.0018,1111,success,high,0.742,neutral,Data Risk,2,synthetic customer account notes,prod
run_001735_2df35b5e,2026-04-23T10:07:59.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,1382,1380,0.0207,1221,cancelled,medium,0.99,neutral,Run Failure,0,employee handbook,test
run_001736_68854d1d,2026-04-23T10:57:38.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1052,1116,0.0014,1528,success,low,0.947,positive,,3,HR policy knowledge base,prod
run_001737_ad712d1c,2026-04-23T11:03:59.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,3622,1914,0.0338,2278,success,low,0.791,positive,,0,synthetic employee case notes,dev
run_001738_77b018b5,2026-04-23T12:01:41.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,926,524,0.0008,1382,success,low,0.629,positive,,2,invoice ledger extract,dev
run_001739_a0e6eab1,2026-04-23T13:09:06.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1708,786,0.0012,1505,success,low,0.988,positive,,0,employee handbook,test
run_001740_7a926964,2026-04-23T13:49:49.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,2140,781,0.0013,748,success,low,0.911,positive,,2,HR policy knowledge base,prod
run_001741_45ed2318,2026-04-23T15:23:23.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,claude-sonnet,6257,713,0.0442,926,success,high,0.808,positive,Data Risk,1,invoice ledger extract,prod
run_001742_072b0284,2026-04-23T15:26:31.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,1448,1661,0.002,1576,success,low,0.837,positive,,4,capacity utilisation extract,prod
run_001743_dd642d5b,2026-04-23T15:33:47.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,10376,766,0.0403,787,success,low,0.702,positive,,3,employee handbook,dev
run_001744_558d02fd,2026-04-23T16:03:25.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,1727,2827,0.0033,971,success,high,0.523,not_provided,Low Groundedness,2,capacity utilisation extract,prod
run_001745_26570dfb,2026-04-23T16:48:53.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,719,589,0.0008,539,success,high,0.99,neutral,Data Risk,0,synthetic customer account notes,prod
run_001746_de6acdbb,2026-04-23T16:52:50.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,claude-sonnet,692,1088,0.0276,1476,success,low,0.809,positive,,0,leave policy index,prod
run_001747_332826f0,2026-04-23T17:44:23.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,2484,259,0.0009,817,success,high,0.584,positive,Low Groundedness,0,semantic model metadata,prod
run_001748_2d4f1251,2026-04-23T18:57:49.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,700,788,0.001,2569,timeout,medium,0.794,not_provided,Run Failure,0,DAX performance logs,test
run_001749_8888405d,2026-04-23T19:22:34.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,1106,480,0.0008,1130,success,low,0.761,positive,,2,Power BI usage metrics,prod
